,stand,hit,double down,split,surrender
upcard: 6 hand: 6 6,-14.57142857,-19.76284585,-27.75119617,29.4378951,-50
upcard: 8 hand: 5 5,-65.625,20.12534819,32.53388947,-57.33333333,-50
upcard: 3 hand: 8 8,-34.85477178,-48.07692308,-91.80327869,12.71098863,-50
upcard: 7 hand: K K,75.42416452,-95.83333333,-146.6666667,44.84978541,-50
upcard: 6 hand: A 6,-5.769230769,14.43391971,30.25346137,0,-50
upcard: 2 hand: A 2,-33.24538259,3.953343424,1.697597468,0,-50
upcard: 4 hand: A A,28.07745505,-18.46153846,34.55882353,80.9494144,-50
upcard: 2 hand: 7 7,-27.18495935,-48.14814815,-74.55621302,-16.59663866,-50
upcard: 6 hand: 2 2,-7.8125,-2.163061564,-53.53535354,26.01717059,-50
upcard: 8 hand: A A,-32.05268935,7.164179104,-105.1282051,45.84666581,-50
upcard: 9 hand: 6 6,-55.88585018,-36.75625291,-64.38746439,-63.14878893,-50
upcard: 2 hand: 5 5,-18.3908046,22.47372676,38.41317365,-41.2371134,-50
upcard: 2 hand: A A,-57.89473684,-0.641025641,34.26640927,65.24520256,-50
upcard: 7 hand: 4 4,-60,8.788128607,-4.112718964,-11.39564661,-50
upcard: A hand: 4 4,-64.44444444,-23.58303607,-96.2962963,-195.6521739,-50
upcard: 9 hand: 2 2,-45.44049459,-21.83002575,-104.5454545,-38.34951456,-50
upcard: 5 hand: 4 4,-18.84984026,13.8377107,-19.47194719,19.14743703,-50
upcard: A hand: 2 2,-61.75548589,-25.77523642,-153.8461538,-45.04748982,-50
upcard: 9 hand: 10 10,75.30379281,-85.18518519,-146.6666667,23.6453202,-50
upcard: 8 hand: Q Q,78.07922558,-78.57142857,-166.6666667,40.64327485,-50
upcard: 3 hand: K K,63.77067812,-83.87096774,-200,20.93862816,-50
upcard: 7 hand: 8 8,-35.33834586,-34.55882353,-45.71428571,31.64369518,-50
upcard: 4 hand: 4 4,-25,5.794587092,-13.85642738,5.220588235,-50
upcard: A hand: 7 7,-57.54026354,-48.93930466,-100.5847953,-66.61184211,-50
upcard: 2 hand: 8 8,-26.19047619,-57.62711864,-88.88888889,13.87642389,-50
upcard: 4 hand: Q Q,64.28860965,-86.66666667,-200,43.03959132,-50
upcard: 5 hand: 7 7,-18.41584158,-62.96296296,-89.0625,13.56240755,-50
upcard: 4 hand: 7 7,-13.65638767,-36.66666667,-93.93939394,10.07866273,-50
upcard: 8 hand: 6 6,-49.4934877,-27.3253012,-62.53521127,-42.07369323,-50
upcard: A hand: 5 5,-51.85185185,2.388797364,-4.187889078,-93.65079365,-50
upcard: 8 hand: 9 9,8.11827957,-61.05263158,-161.9047619,18.17413356,-50
upcard: A hand: A A,-56.5,-13.69047619,-48.12030075,19.88365944,-50
upcard: 6 hand: J J,67.90447066,-60,-146.6666667,55.16997167,-50
upcard: 4 hand: 8 8,-28.49462366,-40.14084507,-134.375,26.15211268,-50
upcard: 4 hand: 10 10,66.27656712,-71.42857143,-200,44.25363276,-50
upcard: A hand: A 10,92.83195204,17.43119266,-32.55813953,0,-50
