,stand,hit,double down,split,surrender
upcard: 8 hand: 12 cv bin: 6,-56.290174471992664,-30.652611894611496,-61.5989515072084,0.0,0
upcard: 8 hand: 17 cv bin: 6,-40.368009632220506,-52.301255230125506,-85.75268817204292,0.0,0
upcard: 10 hand: 17 cv bin: 6,-44.94616798843966,-63.106364040943504,-125.80645161290323,0.0,0
upcard: A hand: 9 cv bin: 6,-58.68055555555557,-9.6517119244392,-46.75052410901469,0.0,0
upcard: A hand: 11 cv bin: 6,-63.265306122448976,19.07129000969931,31.43653310271927,0.0,0
upcard: 7 hand: A 6 cv bin: 6,1.3357541174944887,3.0640921040703484,2.2008102485492214,0.0,0
upcard: 8 hand: 18 cv bin: 6,11.25802485999167,-60.526315789473706,-95.71428571428571,0.0,0
upcard: 9 hand: 13 cv bin: 6,-56.496834488996065,-42.76093044641338,-84.16289592760184,0.0,0
upcard: 4 hand: 16 cv bin: 5,-15.878821039293987,-48.30769230769225,-100.94339622641508,0.0,0
upcard: 4 hand: 18 cv bin: 5,19.720634920634836,-70.83333333333336,-169.56521739130434,0.0,0
upcard: 3 hand: 20 cv bin: 6,63.38020223673262,-78.04878048780488,-185.71428571428572,-16.000000000000004,0
upcard: 4 hand: 10 cv bin: 6,-9.756097560975606,38.691159586682055,71.09103274069741,0.0,0
upcard: 4 hand: 19 cv bin: 6,47.28218742733179,-76.9230769230769,-163.1578947368421,0.0,0
upcard: 3 hand: 13 cv bin: 3,-24.981556297207106,-27.68019382192609,-67.52577319587628,0.0,0
upcard: 3 hand: 20 cv bin: 3,64.51257909699495,-83.78378378378379,-200.0,-7.432432432432439,0
upcard: 4 hand: 3 3 cv bin: 2,-18.743866535819457,-7.0024146257330075,-37.203166226912906,-450.0,0
upcard: 4 hand: 13 cv bin: 2,-19.331788837984202,-30.09662974310629,-169.44444444444446,0.0,0
upcard: 5 hand: 7 cv bin: 3,-13.626373626373631,4.009575104727735,-16.931711880261922,0.0,0
upcard: 5 hand: Q Q cv bin: 6,68.28272518499644,-73.52941176470588,-123.80952380952381,72.86703835107265,0
upcard: 5 hand: 20 cv bin: 6,72.6769597754232,-75.67567567567568,-178.57142857142858,-191.66666666666666,0
upcard: 2 hand: 10 cv bin: 6,-21.834061135371186,26.150216279984292,51.23803767502786,0.0,0
upcard: 6 hand: 19 cv bin: 6,58.92445536651217,-82.50000000000001,-145.0,0.0,0
upcard: 10 hand: 15 cv bin: 6,-56.68566662032489,-57.94233751586059,-114.76793248945148,0.0,0
upcard: 8 hand: 7 cv bin: 6,-49.009900990099,-25.08261731658962,-116.85393258426966,0.0,0
upcard: 8 hand: A 5 cv bin: 6,-32.72543059777102,-15.604732518375823,-40.774487471526214,0.0,0
upcard: 8 hand: 19 cv bin: 6,62.42249244798214,-73.33333333333333,-145.0,0.0,0
upcard: 3 hand: A 7 cv bin: 3,17.97307044962731,8.325666973321068,11.64556962025312,0.0,0
upcard: 10 hand: 13 cv bin: 4,-55.65068493150685,-42.95561151142877,-106.53266331658293,0.0,0
upcard: 5 hand: 12 cv bin: 2,-13.40384615384618,-17.00623965363545,-44.2857142857143,0.0,0
upcard: 5 hand: 18 cv bin: 2,20.025036185111507,-67.32673267326737,-131.42857142857142,0.0,0
upcard: 8 hand: 16 cv bin: 5,-52.21471738357627,-47.42508938913236,-120.40816326530613,0.0,0
upcard: 8 hand: 11 cv bin: 5,-57.7319587628866,25.400537948777934,37.975190920213606,0.0,0
upcard: 10 hand: 14 cv bin: 4,-55.10457885811193,-46.99690824066799,-88.47006651884695,0.0,0
upcard: 7 hand: 6 6 cv bin: 4,-52.72727272727273,-19.84705025491627,-50.55555555555556,-37.39837398373983,0
upcard: 10 hand: 15 cv bin: 5,-54.82803521724041,-53.20150367034245,-109.6,0.0,0
upcard: 9 hand: 11 cv bin: 4,-48.701298701298704,14.641327623126339,24.81057130122443,0.0,0
upcard: 10 hand: A 3 cv bin: 2,-53.31941544885183,-12.815213979282174,-49.58847736625514,0.0,0
upcard: 2 hand: 18 cv bin: 3,10.932172270891256,-73.83177570093456,-145.45454545454547,0.0,0
upcard: 10 hand: 12 cv bin: 6,-56.398274622573666,-40.243405532917784,-89.1566265060241,0.0,0
upcard: A hand: 14 cv bin: 6,-58.91850333162476,-51.26425297329509,-165.57377049180334,0.0,0
upcard: A hand: 16 cv bin: 6,-54.492257255103,-60.078753351206416,-127.97202797202802,0.0,0
upcard: 3 hand: 5 cv bin: 6,-16.66666666666666,-8.301959648614728,-37.522441651705556,0.0,0
upcard: 10 hand: 11 cv bin: 4,-65.28925619834713,12.751352890914298,18.024407293062154,0.0,0
upcard: 7 hand: 15 cv bin: 2,-48.198689956331876,-36.17337012080507,-67.55994358251058,0.0,0
upcard: 10 hand: 16 cv bin: 1,-53.24246240462263,-51.2515434453869,-108.130081300813,0.0,0
upcard: 9 hand: 20 cv bin: 0,73.83847460356053,-87.5,-200.0,-366.6666666666667,0
upcard: 5 hand: 19 cv bin: 0,40.5995609002445,-86.0,-177.77777777777777,0.0,0
upcard: 3 hand: 7 cv bin: 0,-30.26634382566586,-11.693965282690268,-35.73433115060806,0.0,0
upcard: 3 hand: 9 cv bin: 0,-30.326295585412684,6.278881930008097,2.4234615620590403,0.0,0
upcard: 3 hand: 19 cv bin: 0,38.536832579185976,-65.75342465753427,-182.35294117647058,0.0,0
upcard: 10 hand: 13 cv bin: 2,-55.58340295182403,-41.91811825803293,-79.06137184115529,0.0,0
upcard: 10 hand: K K cv bin: 2,57.18483480255142,-88.88888888888889,-155.55555555555554,-103.33333333333333,0
upcard: 4 hand: 18 cv bin: 1,15.55108798486282,-69.72477064220186,-109.80392156862744,0.0,0
upcard: A hand: 11 cv bin: 0,-69.91869918699187,8.724314928090067,5.221980751319485,0.0,0
upcard: A hand: 21 cv bin: 0,90.30455284334374,-100.0,0.0,0.0,0
upcard: 8 hand: 9 cv bin: 0,-66.42857142857143,7.691821354509118,-21.879021879021888,0.0,0
upcard: 5 hand: 13 cv bin: 0,-21.869159946735504,-24.11475296237283,-45.38279400157849,0.0,0
upcard: 10 hand: 12 cv bin: 5,-54.64423413950228,-39.04665395538689,-93.28358208955224,0.0,0
upcard: 10 hand: 7 cv bin: 4,-55.94179466451096,-33.36575209237887,-84.45229681978796,0.0,0
upcard: 9 hand: 14 cv bin: 4,-54.81499632443023,-43.630939544245486,-80.34026465028353,0.0,0
upcard: 9 hand: 21 cv bin: 4,93.55774301283175,-100.0,0.0,0.0,0
upcard: 6 hand: 12 cv bin: 3,-11.982891600056044,-14.624228123901746,-44.91114701130858,0.0,0
upcard: 8 hand: 13 cv bin: 4,-53.479010925819416,-34.670749698243156,-60.39603960396038,0.0,0
upcard: 10 hand: 17 cv bin: 3,-41.64833419049534,-59.85060690943047,-115.64625850340136,0.0,0
upcard: 7 hand: 10 cv bin: 4,-39.024390243902424,30.613090306545146,44.825597176981354,0.0,0
upcard: 5 hand: 7 cv bin: 4,-14.58137347130762,6.670295113691323,-23.817034700315453,0.0,0
upcard: 8 hand: 20 cv bin: 6,80.57959942005321,-86.66666666666667,-147.05882352941177,-42.857142857142854,0
upcard: 10 hand: 10 cv bin: 2,-65.47619047619048,2.4122273234684077,-3.157299741602064,0.0,0
upcard: 10 hand: 16 cv bin: 2,-53.796890224098775,-52.71073078788939,-101.54320987654316,0.0,0
upcard: 2 hand: 14 cv bin: 2,-29.03290300468403,-36.32748217224352,-70.70217917675541,0.0,0
upcard: A hand: 17 cv bin: 4,-46.303320482526864,-59.588336192109786,-125.83333333333329,0.0,0
upcard: A hand: A 3 cv bin: 0,-70.3629032258065,-7.453909726637,-51.98675496688742,0.0,0
upcard: 10 hand: 16 cv bin: 0,-51.85660437885954,-47.14726226245942,-89.7025171624714,0.0,0
upcard: A hand: 12 cv bin: 0,-74.9003984063745,-36.708685093096214,-111.42857142857142,0.0,0
upcard: 10 hand: 13 cv bin: 0,-51.9909630048009,-37.76034318907017,-130.20833333333331,0.0,0
upcard: 10 hand: 20 cv bin: 0,57.56347543181168,-106.45161290322581,-192.85714285714286,-207.69230769230768,0
upcard: 10 hand: 10 10 cv bin: 0,58.54107257841967,-84.21052631578948,-173.33333333333334,-1.522842639593907,0
upcard: 9 hand: 12 cv bin: 0,-49.978326831382745,-33.152926225974305,-68.1518151815182,0.0,0
upcard: 4 hand: 10 cv bin: 0,-21.24645892351276,20.44720005276707,35.13875888588128,0.0,0
upcard: 6 hand: 11 cv bin: 0,-7.427055702917772,32.275165667403144,56.16500659480602,0.0,0
upcard: 5 hand: 4 4 cv bin: 0,-21.351766513056862,3.6391310363913103,-12.13930348258708,1.5214384508990326,0
upcard: 5 hand: 17 cv bin: 0,-10.587592339009214,-59.935897435897424,-106.81818181818181,0.0,0
upcard: 8 hand: 20 cv bin: 0,77.20096956761218,-81.81818181818181,-200.0,1.379310344827587,0
upcard: 10 hand: 10 cv bin: 1,-60.00000000000001,2.0798313894851157,-7.228525121555927,0.0,0
upcard: 10 hand: 15 cv bin: 4,-54.24685378194866,-51.621031840843756,-116.06217616580312,0.0,0
upcard: 2 hand: 17 cv bin: 4,-14.417427594678166,-57.17948717948718,-95.76271186440681,0.0,0
upcard: 9 hand: 15 cv bin: 1,-53.078524687685885,-44.6820898645393,-91.30434782608698,0.0,0
upcard: 5 hand: 14 cv bin: 1,-16.386136266654024,-28.05907172995779,-55.6745182012848,0.0,0
upcard: 10 hand: 18 cv bin: 2,-16.59183309448069,-70.78651685393262,-133.33333333333334,0.0,0
upcard: 10 hand: 19 cv bin: 0,11.285883062691456,-81.91489361702129,-115.38461538461539,0.0,0
upcard: A hand: A 9 cv bin: 0,60.700586903276516,-4.242424242424241,-68.88888888888889,0.0,0
upcard: 10 hand: 15 cv bin: 0,-51.950078003120126,-43.01125740775404,-86.71497584541056,0.0,0
upcard: 2 hand: 12 cv bin: 0,-33.20615708459411,-24.87430003195046,-48.11102544333078,0.0,0
upcard: 2 hand: 18 cv bin: 0,10.605135285839363,-62.758620689655174,-132.50000000000003,0.0,0
upcard: 6 hand: A 4 cv bin: 0,3.490566037735849,7.86991869918699,18.676312968917596,0.0,0
upcard: 10 hand: 11 cv bin: 3,-73.07692307692305,11.853657185587277,16.13366598623997,0.0,0
upcard: 7 hand: 10 cv bin: 2,-46.218487394957975,25.059797608095682,39.46839850026814,0.0,0
upcard: 6 hand: 12 cv bin: 1,-15.549374130737204,-15.136596369365172,-43.97435897435901,0.0,0
upcard: 9 hand: 8 cv bin: 1,-63.12849162011173,-20.337938286377323,-75.89285714285714,0.0,0
upcard: 9 hand: 18 cv bin: 1,-17.83037400110642,-63.636363636363626,-124.6376811594203,0.0,0
upcard: 10 hand: 20 cv bin: 2,56.498154929775055,-91.89189189189192,-200.0,-250.0,0
upcard: 10 hand: A 10 cv bin: 2,97.05196621936678,11.42857142857143,-100.0,0.0,0
upcard: 10 hand: 14 cv bin: 2,-52.21336499321579,-45.42372672415446,-109.0909090909091,0.0,0
upcard: 4 hand: 11 cv bin: 0,-24.418604651162795,25.723895107467488,46.495455666660256,0.0,0
upcard: 9 hand: 13 cv bin: 1,-53.53669319186563,-37.126562153368106,-71.24183006535954,0.0,0
upcard: 10 hand: 17 cv bin: 4,-41.829607366383414,-59.5111111111111,-120.45454545454545,0.0,0
upcard: 3 hand: 10 cv bin: 1,-48.739495798319325,22.84716157205242,42.54496080340192,0.0,0
upcard: 10 hand: A 7 cv bin: 5,-17.293604099449567,-15.84210305647559,-30.960854092526716,0.0,0
upcard: 10 hand: 20 cv bin: 5,55.90256218740205,-87.5,-200.0,-155.0,0
upcard: 10 hand: 9 cv bin: 2,-59.05511811023623,-14.985756369168984,-52.74509803921568,0.0,0
upcard: A hand: A 2 cv bin: 5,-52.13358070500927,-11.261195125532248,-57.421875,0.0,0
upcard: A hand: A 6 cv bin: 5,-41.90647482014393,-23.942546935082536,-57.55555555555556,0.0,0
upcard: 6 hand: 16 cv bin: 3,-8.671920185078118,-39.652677279305415,-110.81081081081079,0.0,0
upcard: 9 hand: 12 cv bin: 6,-57.061266874351,-38.47583214071395,-72.74167987321701,0.0,0
upcard: 10 hand: 19 cv bin: 5,6.053822052916707,-86.31578947368418,-124.48979591836735,0.0,0
upcard: A hand: 20 cv bin: 1,61.2887041284405,-78.04878048780488,-140.0,-34.78260869565217,0
upcard: 10 hand: 10 cv bin: 0,-65.71428571428574,1.6420337565218044,-4.79266347687399,0.0,0
upcard: 10 hand: 17 cv bin: 0,-39.09287830362142,-59.42825728422211,-105.3475935828877,0.0,0
upcard: 4 hand: 15 cv bin: 3,-18.79512004029332,-46.08501118568238,-87.49999999999997,0.0,0
upcard: 9 hand: A 4 cv bin: 2,-35.41114058355437,-8.57142857142857,-44.902912621359185,0.0,0
upcard: A hand: 16 cv bin: 3,-55.42562817568038,-54.816596179893196,-116.23036649214656,0.0,0
upcard: A hand: 21 cv bin: 3,90.67524115755668,-100.0,0.0,0.0,0
upcard: 8 hand: 15 cv bin: 4,-51.31744040150561,-42.150371848358645,-78.47866419294985,0.0,0
upcard: 4 hand: 13 cv bin: 3,-18.3984396311856,-26.323013573280445,-99.15966386554622,0.0,0
upcard: 7 hand: 12 cv bin: 4,-45.349794238683195,-22.41567731359582,-86.95652173913045,0.0,0
upcard: A hand: 15 cv bin: 1,-58.68167202572345,-48.06948092319826,-95.38461538461534,0.0,0
upcard: 9 hand: 12 cv bin: 1,-57.16406829992574,-35.12640828526655,-87.59124087591238,0.0,0
upcard: 9 hand: 21 cv bin: 1,93.44500929388862,-100.0,0.0,0.0,0
upcard: 5 hand: 20 cv bin: 0,65.42252874212971,-93.75,-140.0,-46.57534246575342,0
upcard: 5 hand: 16 cv bin: 0,-22.18180395838255,-42.418772563176894,-83.65384615384622,0.0,0
upcard: 5 hand: A 10 cv bin: 0,100.81035571458641,26.050420168067234,51.96850393700788,0.0,0
upcard: 4 hand: 18 cv bin: 0,12.575342052920307,-53.072625698324025,-116.66666666666667,0.0,0
upcard: 9 hand: 20 cv bin: 3,75.0355824171275,-100.0,-191.66666666666666,-350.0,0
upcard: 3 hand: A A cv bin: 0,-22.65258215962443,15.023474178403752,-12.380952380952383,40.91557515237961,0
upcard: 4 hand: 13 cv bin: 0,-26.621855302058382,-26.547797338156002,-48.53372434017591,0.0,0
upcard: 4 hand: 15 cv bin: 0,-26.086418408467363,-41.28571428571427,-70.64935064935067,0.0,0
upcard: 10 hand: 14 cv bin: 0,-53.438166311300606,-39.64813907436575,-87.75510204081625,0.0,0
upcard: 4 hand: 12 cv bin: 0,-26.621429698595573,-22.15504272048588,-44.63111760409054,0.0,0
upcard: A hand: 17 cv bin: 5,-45.85665212860405,-61.7002629272568,-121.80451127819549,0.0,0
upcard: 10 hand: 12 cv bin: 4,-53.783012134189846,-38.20812777725167,-76.64092664092658,0.0,0
upcard: 5 hand: 13 cv bin: 1,-16.40482884074745,-23.534288759919452,-49.61119751166408,0.0,0
upcard: 9 hand: 9 cv bin: 2,-51.53374233128832,-6.0819975339087495,-42.56198347107443,0.0,0
upcard: 9 hand: 19 cv bin: 2,28.43778066061275,-70.8860759493671,-194.11764705882354,0.0,0
upcard: 2 hand: 2 2 cv bin: 4,-33.333333333333336,-9.380530973451334,-36.87943262411349,-4.038329911019847,0
upcard: 2 hand: 14 cv bin: 4,-27.71571506574385,-37.16229737842702,-80.37735849056611,0.0,0
upcard: 4 hand: 14 cv bin: 6,-8.133085222494644,-36.228571428571364,-64.70588235294119,0.0,0
upcard: 10 hand: 9 cv bin: 0,-52.399999999999984,-13.282269876831414,-44.81382978723401,0.0,0
upcard: 10 hand: A 2 cv bin: 0,-45.35298312336578,-4.916879611817771,-51.34328358208954,0.0,0
upcard: 3 hand: 13 cv bin: 0,-30.672797941643395,-28.049239245553824,-54.00000000000001,0.0,0
upcard: 8 hand: 14 cv bin: 2,-51.72824791418351,-36.648221909509665,-82.47126436781613,0.0,0
upcard: 8 hand: 21 cv bin: 2,92.72201639160217,-110.0,0.0,0.0,0
upcard: 6 hand: 5 cv bin: 1,-13.798977853492332,5.053806297329617,-17.905405405405386,0.0,0
upcard: 2 hand: A 7 cv bin: 2,15.145576707726764,6.0418648905804,13.533548754989548,0.0,0
upcard: 2 hand: 18 cv bin: 2,11.541929666366151,-70.17543859649128,-133.33333333333334,0.0,0
upcard: 10 hand: 17 cv bin: 2,-41.22233400402409,-59.50920245398773,-109.2485549132948,0.0,0
upcard: 10 hand: 15 cv bin: 2,-54.37158469945371,-49.48917301998416,-95.87912087912088,0.0,0
upcard: 8 hand: A 4 cv bin: 1,-36.594663278271945,-0.1535508637236114,-26.25000000000001,0.0,0
upcard: 4 hand: 17 cv bin: 3,-5.916678399899884,-49.46524064171124,-114.92537313432835,0.0,0
upcard: 2 hand: 12 cv bin: 1,-30.450286093374277,-25.240584531305725,-58.164852255054456,0.0,0
upcard: 2 hand: 18 cv bin: 4,12.00517102826595,-63.63636363636363,-116.66666666666667,0.0,0
upcard: 6 hand: 9 cv bin: 0,-17.76859504132232,15.689227498228211,21.10228800606753,0.0,0
upcard: 6 hand: 13 cv bin: 0,-18.872373912903424,-22.679819153308557,-52.187028657616914,0.0,0
upcard: 6 hand: 20 cv bin: 0,65.85309539414853,-64.58333333333333,-184.6153846153846,-17.29323308270677,0
upcard: 4 hand: 20 cv bin: 0,64.25461301714707,-88.57142857142857,-192.30769230769232,8.949416342412462,0
upcard: 4 hand: 16 cv bin: 0,-25.83455602188344,-41.624951867539465,-93.14285714285714,0.0,0
upcard: 4 hand: 21 cv bin: 0,88.61323385607172,-100.0,0.0,0.0,0
upcard: 4 hand: 19 cv bin: 0,38.6444847987816,-73.4375,-159.0909090909091,0.0,0
upcard: 8 hand: 18 cv bin: 0,9.349491282189666,-60.12269938650306,-120.40816326530613,0.0,0
upcard: 5 hand: 8 cv bin: 0,-18.555900621117985,3.2477535301668983,-9.180834621329199,0.0,0
upcard: 10 hand: A 7 cv bin: 3,-16.58894070619601,-14.64176754256472,-34.09247757073838,0.0,0
upcard: 10 hand: 14 cv bin: 5,-55.80333154218156,-48.63445404815381,-91.54929577464792,0.0,0
upcard: 8 hand: 20 cv bin: 5,79.22230950510664,-62.5,-200.0,-125.0,0
upcard: 10 hand: 8 cv bin: 1,-52.99435028248587,-25.205503581633888,-75.94501718213053,0.0,0
upcard: 10 hand: 18 cv bin: 1,-15.984709371232876,-70.72243346007603,-117.28395061728395,0.0,0
upcard: 7 hand: 8 cv bin: 1,-52.577319587628885,7.5373030260772556,-20.129032258064534,0.0,0
upcard: 3 hand: 20 cv bin: 0,64.8365025114879,-100.0,-200.0,-208.33333333333334,0
upcard: 9 hand: 11 cv bin: 0,-54.26829268292682,12.35150697722679,13.523272711259839,0.0,0
upcard: 9 hand: 18 cv bin: 0,-16.269912588840743,-60.1522842639594,-133.33333333333334,0.0,0
upcard: 2 hand: Q Q cv bin: 0,63.96489416623643,-77.77777777777777,-178.57142857142858,-18.750000000000004,0
upcard: 2 hand: A 10 cv bin: 0,94.81375585735836,26.896551724137943,37.03703703703704,0.0,0
upcard: 2 hand: 14 cv bin: 0,-32.84595828642983,-32.205627064951194,-64.69719350073856,0.0,0
upcard: 4 hand: 9 cv bin: 0,-24.780316344463966,9.092819614710917,9.540754138324246,0.0,0
upcard: 7 hand: 12 cv bin: 0,-50.79365079365081,-19.708426719172316,-57.06319702602231,0.0,0
upcard: 3 hand: 12 cv bin: 0,-31.530684222901495,-23.72668237091785,-41.126885536823394,0.0,0
upcard: 10 hand: 15 cv bin: 1,-53.220684283060756,-47.550168885356456,-94.0054495912806,0.0,0
upcard: A hand: 4 4 cv bin: 1,-65.4618473895582,-22.707674619143457,-80.50314465408805,-92.30769230769229,0
upcard: A hand: 14 cv bin: 1,-58.469170800850485,-44.61229563055749,-99.59349593495932,0.0,0
upcard: 4 hand: 17 cv bin: 1,-9.482396184939086,-49.55156950672646,-101.06382978723406,0.0,0
upcard: 9 hand: 14 cv bin: 0,-52.936411502632666,-36.68822326296724,-77.29257641921399,0.0,0
upcard: 9 hand: 19 cv bin: 0,28.462682339611952,-68.23529411764706,-178.94736842105263,0.0,0
upcard: 8 hand: 14 cv bin: 4,-51.80451127819551,-37.26739891830103,-75.51020408163257,0.0,0
upcard: 10 hand: 18 cv bin: 3,-17.494556854147536,-72.24334600760456,-171.42857142857142,0.0,0
upcard: A hand: 15 cv bin: 0,-61.353104726598716,-44.08653463771621,-89.77900552486194,0.0,0
upcard: 6 hand: 17 cv bin: 0,-4.665304004049636,-54.96688741721856,-80.14184397163123,0.0,0
upcard: 6 hand: 19 cv bin: 0,42.451121849187395,-69.84126984126985,-111.76470588235294,0.0,0
upcard: 6 hand: 16 cv bin: 0,-16.66481531092987,-45.71092831962398,-74.99999999999996,0.0,0
upcard: 3 hand: 10 cv bin: 0,-28.571428571428573,16.946758932354253,33.04470709147019,0.0,0
upcard: 2 hand: 11 cv bin: 0,-27.272727272727273,21.562069643911116,39.18497771115224,0.0,0
upcard: 10 hand: A 9 cv bin: 3,55.707914146735845,1.587301587301588,-61.66666666666667,0.0,0
upcard: 10 hand: 15 cv bin: 3,-54.52299982101308,-50.643749981385724,-115.34391534391537,0.0,0
upcard: 10 hand: 21 cv bin: 1,95.90771303469337,-100.0,0.0,0.0,0
upcard: 9 hand: 6 cv bin: 2,-48.500881834215164,-30.711984893924285,-116.30434782608694,0.0,0
upcard: 5 hand: 17 cv bin: 3,-2.2266845881038195,-52.28758169934644,-106.41025641025641,0.0,0
upcard: 2 hand: 5 5 cv bin: 3,-32.38095238095238,19.382504288164686,41.54542515357265,-37.5,0
upcard: 2 hand: 10 cv bin: 5,-34.88372093023254,19.361165592602962,45.072877535687375,0.0,0
upcard: 2 hand: 19 cv bin: 5,38.20710206108753,-83.63636363636365,-170.0,0.0,0
upcard: 7 hand: 20 cv bin: 5,77.85673200300914,-59.09090909090909,-233.33333333333334,-300.0,0
upcard: 8 hand: A 4 cv bin: 4,-41.3793103448276,-4.172848664688432,-29.510703363914374,0.0,0
upcard: A hand: 11 cv bin: 4,-74.1176470588235,14.082503556187755,20.935941087972065,0.0,0
upcard: A hand: 21 cv bin: 4,90.75255921531691,-104.76190476190476,0.0,0.0,0
upcard: 10 hand: 16 cv bin: 6,-56.66814955520981,-60.42968637502515,-113.65461847389558,0.0,0
upcard: 3 hand: 18 cv bin: 6,18.226897766243457,-58.77862595419849,-87.67123287671232,0.0,0
upcard: 6 hand: 10 cv bin: 4,-7.017543859649121,37.687687687687585,65.53943604413567,0.0,0
upcard: 10 hand: 8 8 cv bin: 5,-52.43797062091099,-56.825720847154884,-124.19354838709677,-50.01550067169584,0
upcard: 10 hand: 16 cv bin: 3,-53.989072310118296,-53.90266199420969,-125.65789473684211,0.0,0
upcard: 8 hand: 11 cv bin: 4,-40.26845637583892,23.887338913245603,35.58668551600064,0.0,0
upcard: 3 hand: A 3 cv bin: 2,-11.778656126482225,1.3999611121913278,-1.3243167089320904,0.0,0
upcard: 3 hand: 12 cv bin: 2,-25.858027006751566,-23.523675371112823,-44.017094017094024,0.0,0
upcard: 3 hand: 18 cv bin: 2,13.434641802199346,-56.12903225806452,-105.35714285714282,0.0,0
upcard: 7 hand: 15 cv bin: 5,-46.971321361565295,-39.15892362719123,-92.45283018867927,0.0,0
upcard: 10 hand: 5 cv bin: 1,-54.565456545654584,-28.626640900912896,-94.64285714285718,0.0,0
upcard: 8 hand: 17 cv bin: 2,-39.048676177728616,-49.10585817060641,-131.18279569892468,0.0,0
upcard: 10 hand: 9 9 cv bin: 0,-12.275548200248249,-55.84795321637427,-120.0,-38.11710677382317,0
upcard: 2 hand: 20 cv bin: 0,63.880116139877096,-91.1764705882353,-173.33333333333334,-46.26865671641791,0
upcard: 7 hand: 11 cv bin: 6,-42.05607476635513,35.81851950119406,62.19689750105885,0.0,0
upcard: 10 hand: 7 7 cv bin: 5,-52.26707706878179,-51.016351973981486,-97.80219780219775,-270.5882352941176,0
upcard: 4 hand: 12 cv bin: 6,-8.755067542297994,-17.51902587519027,-40.13793103448277,0.0,0
